id,Gender,CustomerType,Age,TravelType,Class,FlightDistance,InflightWifi,FoodAndDrink,SeatComfort,InflightEntertainment,OnboardService,LegRoomService,InflightService,Cleanliness,Satisfaction
59245,Female,Loyal Customer,29,Business travel,Business,3801,3,4,4,4,3,4,3,4,satisfied
127252,Male,Loyal Customer,59,Business travel,Business,3115,2,2,4,4,4,4,4,3,satisfied
3996,Male,Loyal Customer,40,Business travel,Business,3925,1,2,4,3,3,4,3,4,satisfied
109433,Male,Loyal Customer,45,Business travel,Business,3331,5,3,5,4,4,4,4,5,satisfied
7874,Female,Loyal Customer,58,Business travel,Business,3141,1,2,4,5,5,5,5,3,satisfied
118335,Male,Loyal Customer,25,Business travel,Business,3500,3,3,3,3,2,3,2,3,neutral or dissatisfied
23692,Male,Loyal Customer,39,Business travel,Business,3164,3,2,3,2,2,1,2,1,neutral or dissatisfied
24682,Male,Loyal Customer,46,Business travel,Business,3422,4,3,2,4,4,4,4,4,neutral or dissatisfied
66187,Female,Loyal Customer,42,Business travel,Business,3954,1,1,2,1,1,1,1,4,neutral or dissatisfied
2499,Female,Loyal Customer,57,Business travel,Business,3242,3,3,5,5,5,5,5,5,satisfied
117000,Male,Loyal Customer,50,Business travel,Business,3242,4,2,5,5,5,5,5,5,satisfied
383,Female,Loyal Customer,58,Business travel,Business,3442,4,5,5,5,5,5,5,3,satisfied
128214,Female,Loyal Customer,43,Business travel,Business,3277,4,5,4,4,4,4,4,5,satisfied
102134,Male,Loyal Customer,44,Business travel,Business,3097,1,3,5,4,4,4,4,5,satisfied
57101,Female,Loyal Customer,34,Business travel,Business,3389,1,3,5,5,5,5,5,5,satisfied
58380,Female,Loyal Customer,26,Business travel,Business,3015,4,2,2,2,4,4,4,2,satisfied
87736,Male,Loyal Customer,42,Business travel,Eco,3002,3,3,3,2,4,3,1,3,neutral or dissatisfied
122363,Female,Loyal Customer,59,Business travel,Business,3765,3,4,4,5,5,5,5,5,satisfied
1920,Female,Loyal Customer,35,Business travel,Business,3607,0,3,4,3,3,3,3,4,satisfied
25314,Female,Loyal Customer,66,Business travel,Business,3974,3,4,4,3,3,3,3,3,neutral or dissatisfied
85145,Male,Loyal Customer,49,Business travel,Business,3677,4,4,4,5,5,5,5,4,satisfied
95720,Female,Loyal Customer,44,Business travel,Business,3511,5,4,5,4,4,4,4,3,satisfied
70263,Female,Loyal Customer,28,Business travel,Business,3045,3,4,4,4,5,5,5,4,satisfied
61625,Female,Loyal Customer,47,Business travel,Business,3119,4,3,4,5,5,5,5,5,satisfied
80920,Female,Loyal Customer,76,Business travel,Business,3095,4,4,3,4,4,4,4,3,neutral or dissatisfied
36558,Male,Loyal Customer,41,Business travel,Business,3463,4,5,3,4,4,4,4,4,neutral or dissatisfied
77340,Female,Loyal Customer,41,Business travel,Business,3874,3,4,5,5,5,5,5,4,satisfied
123147,Female,Loyal Customer,28,Business travel,Business,3897,4,4,4,4,5,4,5,4,satisfied
34711,Female,Loyal Customer,57,Business travel,Business,3103,4,2,1,4,4,4,4,5,satisfied
99924,Male,Loyal Customer,50,Business travel,Business,3938,4,2,5,3,3,4,3,3,satisfied
30690,Female,Loyal Customer,22,Business travel,Business,3082,5,4,4,4,1,4,5,4,satisfied
91742,Male,Loyal Customer,29,Business travel,Business,3938,5,5,5,5,3,2,4,5,satisfied
96307,Female,Loyal Customer,49,Business travel,Business,3399,4,2,5,5,5,4,5,3,satisfied
71625,Female,Loyal Customer,59,Business travel,Business,3894,4,5,2,4,4,4,4,1,satisfied
65501,Female,Loyal Customer,47,Business travel,Business,3700,3,2,4,4,4,4,4,4,satisfied
77901,Male,Loyal Customer,76,Business travel,Business,3257,3,1,2,3,3,3,3,4,neutral or dissatisfied
67800,Female,Loyal Customer,21,Business travel,Business,3301,1,1,1,1,1,5,3,1,neutral or dissatisfied
93184,Male,Loyal Customer,52,Business travel,Business,3274,2,4,4,5,5,5,5,3,satisfied
14389,Female,Loyal Customer,46,Business travel,Business,3927,3,2,4,4,4,4,4,2,satisfied
68237,Female,Loyal Customer,51,Business travel,Business,3384,3,2,5,4,4,4,4,3,satisfied
77593,Female,Loyal Customer,39,Business travel,Business,3053,2,3,5,4,4,5,4,4,satisfied
102564,Male,Loyal Customer,43,Business travel,Business,3598,2,5,5,5,4,5,4,5,satisfied
100208,Male,Loyal Customer,29,Business travel,Business,3024,1,5,5,5,5,3,4,5,satisfied
98581,Male,Loyal Customer,45,Business travel,Business,3955,3,2,5,4,4,4,4,4,satisfied
36522,Male,Loyal Customer,44,Business travel,Business,3023,5,2,2,5,5,4,5,3,satisfied
66450,Male,Loyal Customer,58,Business travel,Business,3030,1,3,3,1,1,1,1,3,neutral or dissatisfied
89558,Female,Loyal Customer,53,Business travel,Business,3736,1,4,5,5,5,5,5,4,satisfied
49474,Female,Loyal Customer,42,Business travel,Business,3854,3,5,3,1,1,1,1,3,neutral or dissatisfied
75921,Male,Loyal Customer,56,Business travel,Business,3616,5,2,4,4,4,4,4,5,satisfied
101312,Female,Loyal Customer,53,Business travel,Business,3157,5,4,5,4,4,4,4,4,satisfied
125667,Female,Loyal Customer,56,Business travel,Business,3086,5,4,5,3,3,3,3,3,satisfied
54580,Female,Loyal Customer,53,Business travel,Business,3904,1,4,4,2,3,5,5,4,satisfied
14024,Male,Loyal Customer,26,Business travel,Business,3656,2,4,4,4,2,5,1,4,satisfied
88899,Male,Loyal Customer,23,Business travel,Business,3155,2,2,2,2,1,2,3,2,neutral or dissatisfied
97774,Male,Loyal Customer,53,Business travel,Business,3398,2,2,4,4,4,5,4,5,satisfied
97810,Male,Loyal Customer,39,Business travel,Business,3064,4,3,5,5,5,5,5,3,satisfied
17042,Female,Loyal Customer,27,Business travel,Business,3497,1,4,4,4,2,2,3,4,satisfied
87665,Female,Loyal Customer,27,Business travel,Business,3070,1,1,1,1,3,1,3,1,neutral or dissatisfied
114496,Male,Loyal Customer,25,Business travel,Business,3657,2,2,2,2,4,5,3,2,neutral or dissatisfied
105302,Male,Loyal Customer,30,Business travel,Business,3684,3,4,4,4,2,2,5,4,satisfied
81451,Male,Loyal Customer,51,Business travel,Business,3989,5,2,4,5,5,5,5,4,satisfied
4332,Female,Loyal Customer,40,Business travel,Business,3851,2,2,2,2,4,3,3,2,neutral or dissatisfied
68200,Male,Loyal Customer,52,Business travel,Business,3298,2,4,4,4,4,4,4,4,satisfied
56607,Male,Loyal Customer,26,Business travel,Business,3106,5,5,5,5,3,2,3,5,neutral or dissatisfied
79873,Female,Loyal Customer,16,Business travel,Business,3327,2,5,5,5,3,2,5,5,satisfied
21839,Female,Loyal Customer,55,Business travel,Business,3799,5,4,5,2,2,2,2,3,satisfied
53849,Female,Loyal Customer,27,Business travel,Business,3018,1,5,3,5,5,1,4,5,satisfied
38011,Female,Loyal Customer,29,Business travel,Business,3534,5,4,4,4,4,3,1,4,satisfied
44842,Female,Loyal Customer,52,Business travel,Business,3731,4,5,1,5,5,5,5,4,satisfied
20916,Female,Loyal Customer,24,Business travel,Business,3798,1,1,1,2,5,3,1,1,neutral or dissatisfied
10758,Male,Loyal Customer,48,Business travel,Business,3175,1,5,4,1,1,1,1,2,neutral or dissatisfied
93569,Male,Loyal Customer,47,Business travel,Business,3318,5,4,5,3,3,4,3,5,satisfied
43606,Male,Loyal Customer,70,Business travel,Business,3768,2,3,2,2,2,2,2,3,neutral or dissatisfied
112541,Female,Loyal Customer,46,Business travel,Business,3455,3,5,4,4,4,4,4,3,satisfied
93602,Male,Loyal Customer,29,Business travel,Business,3382,4,5,5,5,3,5,5,5,satisfied
2207,Female,Loyal Customer,57,Business travel,Business,3032,1,5,4,5,5,5,5,3,satisfied
74789,Male,Loyal Customer,33,Business travel,Business,3217,3,4,4,4,3,3,4,4,satisfied
91531,Female,Loyal Customer,54,Business travel,Business,3295,3,4,5,5,5,5,5,5,satisfied
56602,Male,Loyal Customer,26,Business travel,Business,3454,2,2,2,2,2,3,1,2,neutral or dissatisfied
79611,Female,Loyal Customer,51,Business travel,Business,3364,1,4,5,5,5,5,5,4,satisfied
1823,Female,Loyal Customer,58,Business travel,Business,3585,5,5,5,2,2,2,2,4,satisfied
118520,Female,Loyal Customer,49,Business travel,Business,3797,3,5,3,3,3,3,3,2,neutral or dissatisfied
4343,Female,Loyal Customer,36,Business travel,Business,3131,4,4,4,5,5,5,5,4,satisfied
63917,Male,Loyal Customer,55,Business travel,Business,3267,3,4,4,4,4,4,4,4,satisfied
74613,Male,Loyal Customer,41,Business travel,Business,3594,1,2,2,5,5,5,5,1,satisfied
110269,Female,Loyal Customer,41,Business travel,Business,3380,3,5,4,4,4,4,4,5,satisfied
74199,Female,Loyal Customer,40,Business travel,Business,3821,4,5,5,3,3,3,3,3,satisfied
77000,Female,Loyal Customer,45,Business travel,Business,3948,1,5,4,5,5,5,5,5,satisfied
114618,Female,Loyal Customer,39,Business travel,Business,3415,5,5,5,5,5,5,5,5,satisfied
108906,Female,Loyal Customer,48,Business travel,Business,3216,1,3,3,1,1,1,1,1,neutral or dissatisfied
104858,Male,Loyal Customer,38,Business travel,Business,3845,5,4,5,4,3,4,4,5,satisfied
9553,Female,Loyal Customer,47,Business travel,Business,3782,5,5,4,5,5,5,5,5,satisfied
21893,Male,Loyal Customer,51,Business travel,Business,3060,5,5,3,5,5,5,5,2,satisfied
13805,Female,Loyal Customer,49,Business travel,Business,3528,4,4,4,4,4,4,4,4,satisfied
102310,Female,Loyal Customer,52,Business travel,Business,3772,3,3,3,3,3,3,3,3,neutral or dissatisfied
97630,Female,Loyal Customer,45,Business travel,Business,3083,1,2,5,4,4,4,4,4,satisfied
125416,Male,Loyal Customer,30,Business travel,Business,3100,3,2,2,2,4,5,4,2,satisfied
101467,Male,Loyal Customer,54,Business travel,Business,3207,0,2,4,4,4,4,4,4,satisfied
72373,Female,Loyal Customer,41,Business travel,Business,3731,3,4,4,3,5,4,4,4,satisfied
59246,Male,Loyal Customer,49,Business travel,Business,3801,1,5,5,5,5,4,3,5,satisfied
103457,Female,Loyal Customer,30,Business travel,Business,3732,3,3,3,3,3,2,3,3,neutral or dissatisfied
115209,Female,Loyal Customer,48,Business travel,Business,3662,4,2,4,4,4,4,4,3,satisfied
119367,Female,Loyal Customer,58,Business travel,Business,3980,4,3,5,4,4,4,4,4,satisfied
100302,Female,Loyal Customer,41,Business travel,Business,3596,3,2,4,3,3,4,3,4,satisfied
19320,Female,Loyal Customer,34,Business travel,Business,3338,3,3,4,2,2,2,2,5,satisfied
49992,Male,Loyal Customer,47,Business travel,Business,3766,1,3,3,4,4,4,4,5,satisfied
12135,Female,Loyal Customer,41,Business travel,Business,3781,4,2,4,5,5,5,5,5,satisfied
5491,Male,Loyal Customer,42,Business travel,Business,3314,3,4,4,5,5,5,5,4,satisfied
32724,Male,Loyal Customer,56,Business travel,Business,3131,3,1,5,4,4,4,4,3,satisfied
106944,Female,Loyal Customer,27,Business travel,Business,3853,5,4,4,4,3,5,4,4,satisfied
128358,Female,Loyal Customer,35,Business travel,Business,3093,2,5,5,5,5,5,5,5,satisfied
88257,Female,Loyal Customer,42,Business travel,Business,3713,4,2,5,4,4,4,4,3,satisfied
22721,Female,Loyal Customer,51,Business travel,Business,3651,2,3,5,4,4,5,4,4,satisfied
91608,Female,Loyal Customer,50,Business travel,Business,3148,5,5,4,4,4,4,4,3,satisfied
13250,Female,Loyal Customer,36,Business travel,Business,3402,2,4,2,4,4,4,4,3,satisfied
114209,Male,Loyal Customer,45,Business travel,Business,3037,5,3,5,5,5,5,5,5,satisfied
89658,Male,Loyal Customer,45,Business travel,Business,3965,4,3,5,2,2,2,2,5,satisfied
63150,Male,Loyal Customer,47,Business travel,Business,3019,3,2,4,5,5,5,5,5,satisfied
68677,Male,Loyal Customer,57,Business travel,Business,3952,0,3,5,1,1,1,1,3,satisfied
127182,Female,Loyal Customer,42,Business travel,Business,3112,2,3,5,3,3,3,3,4,satisfied
111127,Male,Loyal Customer,59,Business travel,Business,3648,5,3,4,4,4,5,4,4,satisfied
48669,Female,Loyal Customer,60,Business travel,Business,3809,2,5,4,5,5,5,5,3,satisfied
3128,Male,Loyal Customer,57,Business travel,Business,3428,1,4,5,4,4,4,4,3,satisfied
111101,Female,Loyal Customer,27,Business travel,Business,3454,2,4,4,4,4,2,5,4,satisfied
2042,Male,Loyal Customer,56,Business travel,Business,3987,3,2,4,3,3,4,3,4,satisfied
63273,Female,Loyal Customer,27,Business travel,Business,3315,3,3,3,3,3,4,2,3,neutral or dissatisfied
425,Male,Loyal Customer,59,Business travel,Business,3800,0,5,4,1,1,1,1,5,satisfied
10600,Male,Loyal Customer,48,Business travel,Business,3761,5,3,4,4,4,4,4,4,satisfied
118561,Male,Loyal Customer,38,Business travel,Business,3904,1,3,5,4,4,4,4,4,satisfied
68892,Female,Loyal Customer,51,Business travel,Business,3526,2,2,4,2,2,2,2,4,neutral or dissatisfied
35763,Female,Loyal Customer,34,Business travel,Business,3755,0,5,4,3,3,3,3,2,satisfied
10458,Female,Loyal Customer,61,Business travel,Business,3114,3,4,5,3,3,4,3,4,satisfied
90542,Male,Loyal Customer,57,Business travel,Business,3228,1,5,4,5,5,5,5,5,satisfied
29805,Female,Loyal Customer,25,Business travel,Business,3532,4,4,4,4,4,5,1,4,satisfied
105145,Male,Loyal Customer,48,Business travel,Business,3360,2,4,3,2,2,2,2,3,neutral or dissatisfied
13544,Male,Loyal Customer,59,Business travel,Business,3808,1,2,2,1,1,1,1,2,neutral or dissatisfied
21875,Female,Loyal Customer,32,Business travel,Business,3678,5,4,4,4,2,4,1,4,satisfied
28133,Male,Loyal Customer,53,Business travel,Business,3886,3,4,4,3,3,3,3,2,neutral or dissatisfied
110128,Female,Loyal Customer,59,Business travel,Business,3225,1,2,5,5,5,5,5,5,satisfied
115421,Female,Loyal Customer,49,Business travel,Business,3721,1,4,4,4,4,4,4,5,satisfied
56632,Female,Loyal Customer,29,Business travel,Business,3294,4,4,4,4,1,4,3,4,neutral or dissatisfied
69783,Male,Loyal Customer,39,Business travel,Business,3993,4,2,5,5,5,5,5,3,satisfied
476,Female,Loyal Customer,62,Business travel,Business,3490,3,2,5,4,4,4,4,3,satisfied
1892,Male,Loyal Customer,45,Business travel,Business,3923,2,4,4,2,2,2,2,3,neutral or dissatisfied
57431,Male,Loyal Customer,40,Business travel,Business,3347,3,4,4,4,4,5,4,4,satisfied
9230,Male,Loyal Customer,51,Business travel,Business,3848,1,1,2,3,3,3,3,4,neutral or dissatisfied
63152,Male,Loyal Customer,46,Business travel,Business,3046,0,5,4,5,5,5,5,5,satisfied
99411,Male,Loyal Customer,49,Business travel,Business,3111,5,5,4,4,4,5,4,3,satisfied
64487,Female,Loyal Customer,34,Business travel,Business,3293,3,2,5,4,4,4,4,3,satisfied
106364,Male,Loyal Customer,27,Business travel,Business,3339,1,3,3,3,5,2,5,3,satisfied
93855,Male,Loyal Customer,42,Business travel,Business,3242,3,4,5,4,4,4,4,5,satisfied
118330,Female,Loyal Customer,30,Business travel,Business,3822,4,4,4,2,5,4,1,4,neutral or dissatisfied
127716,Female,Loyal Customer,58,Business travel,Business,3262,2,4,5,3,3,3,3,3,satisfied
90572,Male,Loyal Customer,40,Business travel,Business,3230,4,5,5,4,4,4,4,5,satisfied
15420,Female,Loyal Customer,28,Business travel,Business,3965,5,4,4,4,3,4,5,4,satisfied
47145,Male,Loyal Customer,30,Business travel,Business,3683,3,4,4,4,2,2,5,4,satisfied
58241,Female,Loyal Customer,41,Business travel,Business,3646,5,5,4,2,2,2,2,3,satisfied
70852,Female,Loyal Customer,42,Business travel,Business,3682,3,4,4,5,5,5,5,5,satisfied
16753,Male,Loyal Customer,40,Business travel,Business,3904,5,1,1,4,4,4,4,4,satisfied
79256,Male,Loyal Customer,38,Business travel,Business,3655,2,2,3,5,5,5,5,1,satisfied
68157,Male,Loyal Customer,31,Business travel,Business,3360,3,4,4,4,3,2,5,4,satisfied
120303,Female,Loyal Customer,29,Business travel,Business,3973,2,4,4,4,5,5,4,4,satisfied
108106,Female,Loyal Customer,37,Business travel,Business,3674,4,5,5,5,5,5,5,5,satisfied
81638,Male,Loyal Customer,48,Business travel,Business,3791,1,3,5,5,5,5,5,4,satisfied
71512,Male,Loyal Customer,50,Business travel,Business,3587,2,2,4,5,5,5,5,4,satisfied
92621,Male,Loyal Customer,59,Business travel,Business,3601,3,3,5,4,4,5,4,3,satisfied
60073,Female,Loyal Customer,57,Business travel,Business,3501,4,5,4,5,5,5,5,5,satisfied
99397,Male,Loyal Customer,58,Business travel,Business,3334,5,2,4,5,5,5,5,5,satisfied
70530,Female,Loyal Customer,46,Business travel,Business,3003,1,1,3,1,1,1,1,2,neutral or dissatisfied
47012,Male,Loyal Customer,26,Business travel,Business,3267,3,3,3,3,3,2,3,3,neutral or dissatisfied
66934,Female,Loyal Customer,17,Business travel,Business,3808,3,5,5,5,4,5,5,5,satisfied
97302,Female,Loyal Customer,54,Business travel,Business,3879,4,3,5,4,4,4,4,5,satisfied
76847,Female,Loyal Customer,40,Business travel,Business,3393,1,5,4,2,2,2,2,4,satisfied
66781,Male,Loyal Customer,40,Business travel,Business,3784,2,4,4,5,3,4,4,4,satisfied
129241,Female,Loyal Customer,41,Business travel,Business,3928,2,4,3,2,2,2,2,3,neutral or dissatisfied
121833,Male,Loyal Customer,40,Business travel,Business,3896,3,4,4,5,5,5,5,5,satisfied
57633,Male,Loyal Customer,48,Business travel,Business,3465,2,3,5,5,5,5,5,3,satisfied
108013,Male,Loyal Customer,47,Business travel,Business,3431,3,5,4,5,5,5,5,4,satisfied
1824,Male,Loyal Customer,32,Business travel,Business,3324,2,2,2,2,3,4,4,2,neutral or dissatisfied
72425,Female,Loyal Customer,50,Business travel,Business,3809,1,5,4,5,5,5,5,5,satisfied
104621,Female,Loyal Customer,39,Business travel,Business,3811,1,4,4,4,3,4,4,4,satisfied
30648,Male,Loyal Customer,35,Business travel,Business,3786,1,5,4,3,3,3,3,2,satisfied
96428,Male,Loyal Customer,59,Business travel,Business,3027,4,2,4,5,5,5,5,5,satisfied
49542,Male,Loyal Customer,36,Business travel,Business,3996,1,2,3,3,3,3,3,1,satisfied
65219,Male,Loyal Customer,54,Business travel,Business,3861,2,5,4,5,5,5,5,5,satisfied
51640,Male,Loyal Customer,48,Business travel,Business,3630,3,1,3,3,3,3,3,4,neutral or dissatisfied
80726,Male,Loyal Customer,49,Business travel,Business,3323,2,3,4,5,5,5,5,3,satisfied
7300,Male,Loyal Customer,51,Business travel,Business,3554,5,3,5,5,5,5,5,3,satisfied
97862,Female,Loyal Customer,56,Business travel,Business,3309,4,4,4,4,4,4,4,4,satisfied
116929,Male,Loyal Customer,55,Business travel,Business,3477,3,4,5,5,5,5,5,5,satisfied
54172,Female,Loyal Customer,38,Business travel,Business,3668,5,1,2,4,4,4,4,4,satisfied
96608,Male,Loyal Customer,46,Business travel,Business,3073,2,4,5,5,5,5,5,4,satisfied
118484,Female,Loyal Customer,29,Business travel,Business,3487,2,5,5,5,5,4,5,5,satisfied
113366,Male,Loyal Customer,52,Business travel,Business,3977,5,4,4,3,3,3,3,4,satisfied
18829,Female,Loyal Customer,52,Business travel,Business,3442,3,4,4,3,3,3,3,2,neutral or dissatisfied
34965,Male,Loyal Customer,42,Business travel,Business,3977,2,3,4,2,2,2,2,2,neutral or dissatisfied
1479,Male,Loyal Customer,49,Business travel,Business,3053,1,2,4,5,5,5,5,5,satisfied
97684,Male,Loyal Customer,57,Business travel,Business,3136,5,3,5,3,3,4,3,3,satisfied
27468,Male,Loyal Customer,33,Business travel,Business,3549,4,3,3,3,2,4,1,3,satisfied
78794,Male,Loyal Customer,34,Business travel,Business,3965,2,5,2,5,5,5,5,4,satisfied
94668,Male,Loyal Customer,42,Business travel,Business,3130,5,3,4,4,4,4,4,4,satisfied
87160,Female,Loyal Customer,42,Business travel,Business,3388,5,4,5,4,4,4,4,4,satisfied
96825,Male,Loyal Customer,44,Business travel,Business,3054,5,3,4,4,4,4,4,5,satisfied
118452,Male,Loyal Customer,57,Business travel,Business,3232,3,2,5,5,5,5,5,3,satisfied
97709,Female,Loyal Customer,59,Business travel,Business,3841,5,2,4,3,3,3,3,4,satisfied
9774,Male,Loyal Customer,39,Business travel,Business,3437,3,1,4,3,3,3,3,3,neutral or dissatisfied
10226,Male,Loyal Customer,45,Business travel,Business,3728,5,4,5,5,5,5,5,3,satisfied
10658,Male,Loyal Customer,54,Business travel,Business,3171,5,3,5,3,3,3,3,5,satisfied
24242,Male,Loyal Customer,24,Business travel,Business,3437,3,3,4,3,3,5,1,3,satisfied
68444,Male,Loyal Customer,52,Business travel,Business,3646,1,5,5,4,3,4,4,5,satisfied
120067,Female,Loyal Customer,23,Business travel,Business,3164,2,4,4,4,5,4,5,4,satisfied
105651,Male,Loyal Customer,49,Business travel,Business,3615,3,4,5,4,4,5,4,3,satisfied
127733,Male,Loyal Customer,38,Business travel,Business,3650,2,2,2,2,2,2,2,4,neutral or dissatisfied
6619,Male,Loyal Customer,56,Business travel,Business,3178,1,3,4,1,1,1,1,1,neutral or dissatisfied
117122,Female,Loyal Customer,38,Business travel,Business,3144,0,2,2,3,3,3,3,4,satisfied
109887,Male,Loyal Customer,48,Business travel,Business,3386,1,2,5,5,5,5,5,4,satisfied
46831,Female,Loyal Customer,46,Business travel,Business,3892,2,2,3,4,4,4,4,2,satisfied
25053,Male,Loyal Customer,40,Business travel,Business,3788,2,2,1,4,4,4,4,3,satisfied
100953,Female,Loyal Customer,23,Business travel,Business,3758,2,2,2,2,4,3,3,2,neutral or dissatisfied
104690,Male,Loyal Customer,70,Business travel,Business,3615,2,3,4,5,5,5,5,4,satisfied
81367,Male,Loyal Customer,37,Business travel,Business,3570,4,4,4,5,5,5,5,5,satisfied
93117,Male,Loyal Customer,50,Business travel,Business,3681,5,3,3,5,5,4,5,3,neutral or dissatisfied
5689,Male,Loyal Customer,36,Business travel,Business,3700,3,3,3,4,3,4,3,3,neutral or dissatisfied
44787,Male,Loyal Customer,35,Business travel,Business,3237,3,1,5,5,5,5,5,1,satisfied
83184,Female,Loyal Customer,41,Business travel,Business,3967,3,5,5,4,4,4,4,3,satisfied
118518,Male,Loyal Customer,57,Business travel,Business,3218,1,3,4,4,4,4,4,4,satisfied
14067,Female,Loyal Customer,30,Business travel,Business,3022,1,1,1,1,4,5,3,1,neutral or dissatisfied
8968,Female,Loyal Customer,58,Business travel,Business,3274,5,5,5,4,4,4,4,5,satisfied
26513,Male,Loyal Customer,64,Business travel,Business,3308,4,4,5,4,4,4,4,5,satisfied
103697,Male,Loyal Customer,52,Business travel,Business,3644,0,3,1,3,3,3,3,2,satisfied
106246,Male,Loyal Customer,47,Business travel,Business,3003,4,5,4,4,4,4,4,3,satisfied
87889,Female,Loyal Customer,53,Business travel,Business,3105,2,2,4,3,3,3,3,5,satisfied
21884,Male,Loyal Customer,41,Business travel,Business,3340,1,5,5,4,4,4,4,5,satisfied
89532,Male,Loyal Customer,28,Business travel,Business,3413,3,5,5,5,3,2,4,5,satisfied
49632,Male,Loyal Customer,54,Business travel,Business,3764,5,1,4,4,4,4,4,1,satisfied
12035,Female,Loyal Customer,36,Business travel,Business,3199,2,2,1,5,5,5,5,4,satisfied
118944,Male,Loyal Customer,54,Business travel,Business,3569,1,4,4,4,4,5,4,3,satisfied
114620,Male,Loyal Customer,57,Business travel,Business,3121,2,4,5,2,2,2,2,4,satisfied
124772,Male,Loyal Customer,44,Business travel,Business,3557,3,2,5,4,4,4,4,3,satisfied
109658,Male,Loyal Customer,41,Business travel,Business,3457,4,2,4,4,4,4,4,3,neutral or dissatisfied
38722,Male,Loyal Customer,43,Business travel,Business,3376,2,2,4,4,4,4,4,4,satisfied
113555,Female,Loyal Customer,36,Business travel,Business,3832,0,5,5,2,2,5,2,3,satisfied
8836,Male,Loyal Customer,45,Business travel,Business,3783,2,4,4,2,2,2,2,5,satisfied
17703,Male,Loyal Customer,34,Business travel,Business,3636,3,4,5,4,4,4,4,5,satisfied
60337,Male,Loyal Customer,29,Business travel,Business,3391,1,3,3,3,4,5,5,3,satisfied
17467,Male,Loyal Customer,53,Business travel,Business,3530,3,2,4,5,5,5,5,3,satisfied
43833,Female,Loyal Customer,51,Business travel,Business,3664,4,3,2,5,5,5,5,1,satisfied
43331,Male,Loyal Customer,26,Business travel,Business,3134,4,4,4,4,3,3,1,4,satisfied
111836,Male,Loyal Customer,39,Business travel,Business,3085,4,3,5,4,4,4,4,4,satisfied
72017,Male,disloyal Customer,34,Business travel,Business,3784,3,3,1,3,5,3,4,1,neutral or dissatisfied
118284,Female,Loyal Customer,44,Business travel,Business,3866,3,2,4,4,4,5,4,4,satisfied
45434,Male,Loyal Customer,33,Business travel,Business,3714,2,5,5,5,2,1,1,5,satisfied
60470,Male,Loyal Customer,30,Business travel,Business,3893,3,3,3,3,1,4,3,3,neutral or dissatisfied
113536,Male,Loyal Customer,44,Business travel,Business,3341,3,4,5,4,4,4,4,3,satisfied
20957,Female,Loyal Customer,25,Business travel,Business,3506,2,2,2,2,4,5,2,2,neutral or dissatisfied
93981,Male,Loyal Customer,34,Business travel,Business,3694,3,2,5,4,4,4,4,3,satisfied
49556,Female,Loyal Customer,39,Business travel,Business,3177,3,2,5,5,5,4,5,4,satisfied
72021,Female,disloyal Customer,39,Business travel,Business,3784,2,2,4,3,2,4,3,4,neutral or dissatisfied
8314,Female,Loyal Customer,48,Business travel,Business,3489,5,2,5,4,4,4,4,5,satisfied
110267,Female,Loyal Customer,49,Business travel,Business,3837,2,3,4,4,4,4,4,3,satisfied
16939,Male,Loyal Customer,16,Business travel,Business,3835,2,2,2,2,2,4,3,2,neutral or dissatisfied
72456,Female,Loyal Customer,41,Business travel,Business,3336,3,2,5,4,4,4,4,4,satisfied
109631,Male,Loyal Customer,40,Business travel,Business,3613,4,5,5,4,4,4,4,3,satisfied
11010,Male,Loyal Customer,28,Business travel,Business,3558,5,5,3,5,1,1,5,5,satisfied
105590,Male,Loyal Customer,40,Business travel,Business,3467,1,5,5,5,5,5,5,5,satisfied
103162,Male,Loyal Customer,51,Business travel,Business,3805,0,4,5,1,1,1,1,4,satisfied
26153,Female,Loyal Customer,31,Business travel,Business,3368,3,4,4,4,5,5,2,4,satisfied
19179,Female,Loyal Customer,29,Business travel,Business,3682,4,4,4,4,5,1,2,4,satisfied
53669,Male,Loyal Customer,38,Business travel,Business,3273,5,2,4,2,2,2,2,3,satisfied
87463,Male,Loyal Customer,46,Business travel,Business,3963,4,4,5,5,5,5,5,3,satisfied
37283,Female,Loyal Customer,44,Business travel,Business,3625,4,2,2,4,4,4,4,4,satisfied
115759,Male,Loyal Customer,56,Business travel,Business,3243,2,4,5,5,5,5,5,3,satisfied
10861,Female,Loyal Customer,49,Business travel,Business,3534,2,4,4,4,4,4,4,4,satisfied
56548,Male,Loyal Customer,19,Business travel,Business,3596,3,2,2,2,3,5,4,2,satisfied
76786,Female,Loyal Customer,60,Business travel,Business,3821,3,1,4,3,3,3,3,1,neutral or dissatisfied
7001,Male,Loyal Customer,52,Business travel,Business,3774,1,5,3,3,3,3,3,3,neutral or dissatisfied
93983,Female,Loyal Customer,29,Business travel,Business,3217,3,3,3,3,4,5,4,3,neutral or dissatisfied
88158,Male,Loyal Customer,39,Business travel,Business,3057,2,4,5,3,3,3,3,5,satisfied
124307,Female,Loyal Customer,46,Business travel,Business,3130,0,4,4,2,2,2,2,5,satisfied
321,Male,Loyal Customer,42,Business travel,Business,3109,2,2,4,2,2,2,2,3,neutral or dissatisfied
64714,Male,Loyal Customer,61,Business travel,Business,3403,2,5,4,5,5,5,5,5,satisfied
81468,Female,Loyal Customer,23,Business travel,Business,3541,4,5,5,5,3,3,4,5,satisfied
